"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2020",4754.305,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2020",7206.202,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Total","Currency: U.S. dollars","2020",3844.428,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Basic","Currency: U.S. dollars","2020",2281.227,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2020",3367.671,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2020",4748.954,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Total","Currency: U.S. dollars","2019",4452.389,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Basic","Currency: U.S. dollars","2019",2515.552,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2019",3920.5,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2019",5878.274,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Total","Currency: U.S. dollars","2019",5248.51,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Basic","Currency: U.S. dollars","2019",2761.582,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2019",4624.41,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2019",7006.277,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Total","Currency: U.S. dollars","2019",3492.873,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Basic","Currency: U.S. dollars","2019",2233.335,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2019",3047.601,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2019",4553.641,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Total","Currency: U.S. dollars","2018",4565.39,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Basic","Currency: U.S. dollars","2018",2559.043,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2018",4039.339,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2018",5969.869,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Total","Currency: U.S. dollars","2018",5487.43,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Basic","Currency: U.S. dollars","2018",3031.184,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2018",4826.388,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2018",7247.41,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Total","Currency: U.S. dollars","2018",3508.222,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Basic","Currency: U.S. dollars","2018",2066.918,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2018",3093.206,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2018",4558.411,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Total","Currency: U.S. dollars","2017",4288.607,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Basic","Currency: U.S. dollars","2017",2321.359,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2017",3795.084,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2017",5770.833,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Total","Currency: U.S. dollars","2017",5117.686,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Basic","Currency: U.S. dollars","2017",2747.186,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2017",4508.033,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2017",6844.787,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Total","Currency: U.S. dollars","2017",3316.537,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Basic","Currency: U.S. dollars","2017",1946.341,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2017",2911.22,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Female","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2017",4506.195,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Total","Currency: U.S. dollars","2016",4153.861,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Basic","Currency: U.S. dollars","2016",2423.066,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Intermediate","Currency: U.S. dollars","2016",3704.913,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Total","Education (Aggregate levels): Advanced","Currency: U.S. dollars","2016",5515.334,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and education","Sex: Male","Education (Aggregate levels): Total","Currency: U.S. dollars","2016",4929.118,,,"Currency: AUT - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
